age,speciality_years,speciality,wing,entry_level,occupation,intervention,ethnicity, sex,hours,country,target
49,6,Radiology,W,medium,Techs,Diagnostic, Other, Female,44, Trinadad&Tobago,0
64,10,Psychiatry,W,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,1
18,8,Orthopedic,W,minor,Medical Assistants,Anesthesia, White, Male,44, United-States,0
51,16,Pediatrics,W,minor-medium,Dietitian,Therapeutic, White, Male,44, ?,1
30,15,Pulmonary,W,minor,Medical Assistants,Other, White, Male,44, United-States,0
38,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
20,10,Psychiatry,W,minor,Patient,Other, White, Female,44, United-States,0
50,16,Pediatrics,S,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
25,9,Gastroenterology,W,minor,Techs,Other, White, Female,33, United-States,0
59,19,Endocrinology,NW,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
31,13,Opthalmology,N,minor-medium,Lab,Therapeutic, White, Male,46, United-States,1
52,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,1
39,15,Pulmonary,S,minor,Dietitian,Other, White, Female,38, United-States,0
61,3,Anaesthesiology,W,minor-medium,Patient,Therapeutic, Black, Male,44, Trinadad&Tobago,0
26,15,Pulmonary,W,minor,Therapist,Anesthesia, Black, Male,44, United-States,0
33,15,Pulmonary,SW,minor,Therapist,Diagnostic, White, Male,44, United-States,0
20,10,Psychiatry,W,minor,Techs,Anesthesia, White, Female,22, United-States,0
24,10,Psychiatry,W,minor,Nurse,Anesthesia, White, Male,44, Mexico,0
58,16,Pediatrics,W,high,Therapist,Other, White, Female,44, United-States,0
27,12,Emergency,W,minor,Techs,Other, White, Female,44, United-States,0
48,12,Emergency,W,high,Nurse,Diagnostic, White, Male,63, United-States,1
28,15,Pulmonary,S,minor,Dietitian,Other, White, Female,41, United-States,0
41,14,Gynecology/Urology,W,minor-medium,Patient,Therapeutic, White, Male,60, Italy,0
27,15,Pulmonary,W,minor,Medical Assistants,Anesthesia, White, Male,44, United-States,0
37,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,66, United-States,1
63,9,Gastroenterology,W,minor-medium,Techs,Surgical, White, Female,26, United-States,0
39,16,Pediatrics,NW,high,Dietitian,Diagnostic, White, Male,33, United-States,0
36,10,Psychiatry,W,minor,Medical Assistants,Other, White, Female,44, United-States,0
37,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,71, United-States,1
52,12,Emergency,SW,minor,Techs,Other, White, Male,44, United-States,0
50,10,Psychiatry,SW,minor-medium,Physician,Therapeutic, White, Male,55, United-States,0
42,16,Pediatrics,S,minor-medium,Dietitian,Therapeutic, White, Male,49, United-States,1
60,3,Anaesthesiology,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,0
46,12,Emergency,W,minor-medium,ER doctors,Therapeutic, White, Male,41, United-States,0
56,10,Psychiatry,SW,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,0
59,16,Pediatrics,W,minor-medium,Patient,Surgical, White, Female,60, United-States,1
30,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
37,8,Orthopedic,W,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,0
80,4,Oncology,W,minor-medium,Therapist,Therapeutic, White, Male,33, United-States,1
53,10,Psychiatry,W,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,0
30,12,Emergency,W,minor,Medical Assistants,Anesthesia, Black, Female,44, Jamaica,0
23,12,Emergency,W,minor,Therapist,Anesthesia, White, Female,22, United-States,0
31,10,Psychiatry,W,minor,Techs,Other, White, Female,41, United-States,0
37,7,Nephrology,W,medium,Techs,Other, White, Female,38, United-States,0
18,9,Gastroenterology,W,minor,Techs,Anesthesia, White, Male,17, United-States,0
39,12,Emergency,W,minor-medium,Medical Assistants,Surgical, White, Female,44, United-States,0
36,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,0
28,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,0
19,8,Orthopedic,W,minor,Therapist,Anesthesia, White, Male,22, United-States,0
50,15,Pulmonary,SW,minor-medium,Physician,Therapeutic, White, Male,44, United-States,1
52,12,Emergency,W,medium-high,Medical Assistants,Diagnostic, White, Female,47, United-States,0
35,15,Pulmonary,S,high,Medical Assistants,Diagnostic, Asian-Pac-Islander, Female,50, United-States,0
72,10,Psychiatry,W,minor-medium,ER doctors,Therapeutic, White, Male,11, United-States,0
39,10,Psychiatry,W,minor,Surgeons,Anesthesia, Black, Male,52, United-States,0
58,19,Endocrinology,W,high,Patient,Other, White, Female,60, United-States,1
26,12,Emergency,W,minor,Therapist,Propaedeutic, Black, Female,44, United-States,0
70,14,Gynecology/Urology,SE,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
66,18,Neurosciences,W,minor-medium,Dietitian,Therapeutic, White, Male,17, United-States,0
42,8,Orthopedic,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,0
73,18,Neurosciences,SW,minor-medium,Dietitian,Therapeutic, White, Male,27, United-States,1
20,12,Emergency,W,minor,Therapist,Anesthesia, White, Female,22, United-States,0
41,15,Pulmonary,N,minor-medium,Therapist,Therapeutic, White, Male,46, United-States,1
34,12,Emergency,W,minor-medium,Techs,Surgical, White, Female,44, United-States,0
58,12,Emergency,NW,minor-medium,Gift Shop,Therapeutic, White, Male,66, United-States,0
45,10,Psychiatry,W,minor,Therapist,Other, Black, Female,66, United-States,0
38,10,Psychiatry,W,minor-medium,Physician,Therapeutic, White, Male,55, United-States,0
44,16,Pediatrics,NW,minor,Patient,Other, White, Female,38, United-States,0
37,15,Pulmonary,W,medium,Therapist,Other, White, Male,55, United-States,1
27,15,Pulmonary,W,minor,Lab,Other, Black, Male,44, ?,0
66,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,38, United-States,0
50,15,Pulmonary,NW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
37,12,Emergency,W,minor-medium,Nurse,Therapeutic, Black, Male,44, United-States,1
37,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
28,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,66, United-States,0
22,12,Emergency,W,minor,Patient,Anesthesia, White, Male,44, United-States,0
41,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
38,13,Opthalmology, ?,minor-medium, ?,Surgical, White, Female,22, United-States,1
34,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,71, United-States,1
39,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,0
67,15,Pulmonary, ?,minor-medium, ?,Therapeutic, White, Male,16, United-States,1
31,10,Psychiatry,W,minor-medium,ER doctors,Therapeutic, Black, Male,44, United-States,0
51,16,Pediatrics,W,medium,Patient,Other, White, Male,55, United-States,1
28,10,Psychiatry,W,minor,ER doctors,Anesthesia, Black, Male,30, United-States,0
37,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
72,19,Endocrinology,S,minor-medium,Dietitian,Therapeutic, Black, Male,38, Jamaica,1
20,12,Emergency,W,minor,Therapist,Anesthesia, White, Male,39, United-States,0
31,14,Gynecology/Urology,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
38,12,Emergency,W,high,Medical Assistants,Diagnostic, White, Female,42, United-States,0
51,15,Pulmonary,SW,minor,Patient,Other, White, Female,44, United-States,0
75,15,Pulmonary,W,minor-medium,ER doctors,Therapeutic, White, Male,22, United-States,0
40,15,Pulmonary,W,medium,Patient,Other, White, Male,38, United-States,0
24,15,Pulmonary, ?,minor, ?,Other, White, Male,27, United-States,0
53,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,1
33,18,Neurosciences,N,minor,Dietitian,Other, Black, Female,44, United-States,0
56,12,Emergency,NW,high,Dietitian,Other, White, Female,44, United-States,0
58,19,Endocrinology,W,high,Dietitian,Other, White, Male,55, United-States,0
30,12,Emergency,W,minor-medium,ER doctors,Therapeutic, Black, Male,44, Mexico,0
56,16,Pediatrics,W,minor,Dietitian,Other, White, Male,60, United-States,1
27,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
55,19,Endocrinology,NW,minor-medium,Dietitian,Therapeutic, White, Male,49, United-States,1
19,10,Psychiatry,W,minor,Dietitian,Other, White, Male,33, United-States,0
40,15,Pulmonary,W,minor-medium,Patient,Surgical, White, Female,49, United-States,1
50,16,Pediatrics,W,minor-medium,Patient,Therapeutic, Asian-Pac-Islander, Male,55, Japan,1
61,10,Psychiatry,S,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,1
36,3,Anaesthesiology,SW,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
28,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,57, United-States,1
37,12,Emergency,W,minor-medium,Dietitian,Therapeutic, Black, Male,44, Jamaica,1
26,10,Psychiatry, ?,medium, ?,Diagnostic, Black, Female,40, United-States,0
70,15,Pulmonary,SE,minor-medium,Patient,Therapeutic, White, Male,60, United-States,1
20,8,Orthopedic, ?,minor, ?,Diagnostic, White, Female,33, United-States,0
55,15,Pulmonary,W,high,Dietitian,Diagnostic, White, Female,49, United-States,0
38,13,Opthalmology,W,minor-medium,Dietitian,Diagnostic, White, Female,48, United-States,0
58,10,Psychiatry,N,minor-medium,Medical Assistants,Therapeutic, Black, Male,44, United-States,1
23,12,Emergency,W,minor,Therapist,Anesthesia, White, Male,38, United-States,0
72,12,Emergency, ?,minor-medium, ?,Therapeutic, White, Male,44, United-States,1
23,10,Psychiatry,W,minor,Patient,Anesthesia, White, Male,44, United-States,0
53,6,Radiology,W,minor-medium,ER doctors,Therapeutic, White, Male,49, United-States,0
29,10,Psychiatry,SW,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,0
40,10,Psychiatry,W,minor,ER doctors,Diagnostic, White, Female,44, Nicaragua,0
44,16,Pediatrics,W,high,Dietitian,Other, White, Male,22, United-States,0
28,12,Emergency,W,high,Medical Assistants,Other, White, Female,44, United-States,0
39,18,Neurosciences,W,minor,Dietitian,Other, Other, Male,44, India,1
74,12,Emergency,SW,high,Surgeons,Other, White, Female,22, United-States,0
23,12,Emergency,W,minor,Surgeons,Anesthesia, White, Male,11, United-States,0
35,10,Psychiatry,SW,minor-medium,Surgeons,Therapeutic, White, Male,52, United-States,0
38,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,60, Iran,1
49,10,Psychiatry,W,minor-medium,Dietitian,Surgical, White, Female,15, United-States,0
83,10,Psychiatry,W,medium-high,Techs,Other, White, Male,18, United-States,0
30,13,Opthalmology,SW,minor-medium,Physician,Therapeutic, White, Male,66, United-States,0
44,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
47,13,Opthalmology,W,minor-medium,Lab,Surgical, White, Female,35, United-States,1
39,16,Pediatrics,SW,minor-medium,Dietitian,Therapeutic, White, Male,49, United-States,1
44,14,Gynecology/Urology,W,minor-medium,Therapist,Therapeutic, White, Male,57, United-States,0
30,16,Pediatrics,NW,minor-medium,Dietitian,Surgical, White, Female,55, United-States,1
72,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
46,10,Psychiatry,N,minor-medium,Surgeons,Therapeutic, White, Male,44, ?,0
46,15,Pulmonary,S,minor-medium,Dietitian,Surgical, White, Female,44, United-States,1
53,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,49, United-States,1
28,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,1
64,19,Endocrinology,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,0
28,15,Pulmonary,S,minor,Dietitian,Other, Black, Female,44, United-States,0
40,10,Psychiatry,W,high,Lab,Anesthesia, White, Male,49, United-States,0
51,10,Psychiatry,W,high,Therapist,Diagnostic, White, Female,49, United-States,0
39,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,55, United-States,0
26,12,Emergency, ?,minor, ?,Diagnostic, White, Male,44, United-States,0
27,12,Emergency,W,medium,Medical Assistants,Diagnostic, White, Female,44, United-States,0
41,12,Emergency,W,minor-medium,Lab,Therapeutic, White, Male,49, United-States,0
42,15,Pulmonary,W,minor-medium,Dietitian,Surgical, White, Female,22, United-States,1
75,13,Opthalmology,SW,minor-medium,Therapist,Therapeutic, White, Male,8, United-States,0
45,18,Neurosciences,SW,minor-medium,Dietitian,Therapeutic, White, Male,66, United-States,1
25,12,Emergency,NW,minor,Techs,Anesthesia, White, Male,44, United-States,0
47,15,Pulmonary,W,medium,Patient,Diagnostic, White, Male,44, United-States,1
26,10,Psychiatry,W,minor-medium,Techs,Surgical, White, Female,33, United-States,0
25,10,Psychiatry,W,minor,Medical Assistants,Anesthesia, White, Male,44, United-States,0
52,15,Pulmonary,NW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
57,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
29,12,Emergency,W,minor,Patient,Diagnostic, White, Male,55, United-States,0
49,10,Psychiatry,W,minor-medium,Patient,Therapeutic, Asian-Pac-Islander, Male,44, Vietnam,0
45,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
64,8,Orthopedic,W,minor-medium,Surgeons,Therapeutic, Amer-Indian-Eskimo, Male,44, United-States,0
44,14,Gynecology/Urology,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
40,10,Psychiatry,W,minor-medium,Medical Assistants,Surgical, White, Female,44, United-States,1
39,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, Black, Male,55, United-States,1
49,10,Psychiatry,SE,minor-medium,Patient,Therapeutic, White, Male,52, United-States,0
56,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,77, United-States,1
53,16,Pediatrics,W,minor-medium,Dietitian,Therapeutic, White, Male,47, United-States,1
47,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
56,10,Psychiatry,SW,minor-medium,Patient,Surgical, White, Female,44, United-States,0
38,10,Psychiatry,SW,high,Therapist,Other, White, Male,55, United-States,1
59,15,Pulmonary,SE,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
36,2,Cardiology,W,minor-medium,Patient,Other, White, Male,35, Mexico,0
38,10,Psychiatry, ?,minor-medium, ?,Propaedeutic, White, Female,27, United-States,0
26,10,Psychiatry,W,high,Patient,Other, White, Female,44, United-States,0
48,16,Pediatrics,S,minor-medium,Dietitian,Surgical, White, Female,44, United-States,1
61,12,Emergency,W,minor-medium,Surgeons,Therapeutic, White, Male,66, ?,0
41,10,Psychiatry,W,minor-medium,Medical Assistants,Therapeutic, Asian-Pac-Islander, Male,52, Trinadad&Tobago,0
66,10,Psychiatry,W,minor-medium,Medical Assistants,Surgical, White, Female,44, United-States,0
35,12,Emergency,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,1
42,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, Asian-Pac-Islander, Male,28, ?,0
40,10,Psychiatry,N,minor-medium,Medical Assistants,Therapeutic, White, Male,44, England,1
36,14,Gynecology/Urology,SW,minor,Techs,Other, Black, Male,35, United-States,0
33,10,Psychiatry,W,medium,Techs,Anesthesia, White, Female,39, United-States,0
56,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
47,18,Neurosciences,W,medium,Lab,Other, White, Male,55, Columbia,1
42,12,Emergency,W,minor-medium,Patient,Diagnostic, White, Male,44, United-States,1
36,10,Psychiatry,W,high,Gift Shop,Other, White, Male,77, United-States,0
29,8,Orthopedic,W,high,Nurse,Diagnostic, White, Female,44, United-States,0
29,15,Pulmonary,W,minor,Dietitian,Other, White, Female,66, United-States,0
25,12,Emergency,W,minor-medium,Surgeons,Therapeutic, White, Male,26, United-States,0
53,12,Emergency,W,minor-medium,Medical Assistants,Surgical, White, Female,44, United-States,1
49,13,Opthalmology,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
36,10,Psychiatry,SW,minor-medium,Techs,Therapeutic, Black, Male,44, United-States,0
33,15,Pulmonary,W,minor,Patient,Other, White, Male,60, United-States,1
29,3,Anaesthesiology,W,minor-medium,Physician,Therapeutic, White, Male,44, Mexico,0
42,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,33, United-States,0
56,14,Gynecology/Urology,S,minor-medium,Dietitian,Therapeutic, White, Male,66, United-States,0
42,10,Psychiatry,W,minor-medium,Physician,Therapeutic, White, Male,33, United-States,0
57,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, White, Male,49, United-States,1
30,8,Orthopedic,W,minor,Medical Assistants,Other, White, Male,44, United-States,0
23,12,Emergency,W,minor,ER doctors,Anesthesia, White, Male,44, United-States,0
35,12,Emergency, ?,minor, ?,Diagnostic, White, Female,44, United-States,0
26,3,Anaesthesiology,W,minor,Nurse,Propaedeutic, White, Female,44, Mexico,0
47,10,Psychiatry,W,high,Therapist,Other, White, Male,22, United-States,0
39,10,Psychiatry,SE,minor,Techs,Other, White, Female,77, United-States,0
48,8,Orthopedic,W,minor-medium,Techs,Therapeutic, Black, Male,66, United-States,0
59,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
56,12,Emergency,W,minor-medium,Patient,Surgical, White, Female,16, United-States,1
33,18,Neurosciences,W,minor-medium,Dietitian,Therapeutic, White, Male,66, United-States,1
30,12,Emergency,W,minor-medium,Therapist,Therapeutic, White, Male,60, United-States,1
39,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,49, United-States,0
26,14,Gynecology/Urology,W,minor,Dietitian,Anesthesia, Black, Male,22, United-States,0
63,16,Pediatrics,S,medium-high,Dietitian,Diagnostic, White, Male,38, United-States,1
31,10,Psychiatry,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
22,10,Psychiatry,SW,minor,Surgeons,Anesthesia, White, Male,88, United-States,0
52,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,77, United-States,1
45,12,Emergency,W,high,Patient,Other, White, Male,50, United-States,1
26,10,Psychiatry,W,minor,Therapist,Anesthesia, White, Female,35, United-States,0
41,12,Emergency,W,high,Patient,Other, White, Male,48, United-States,0
36,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, Asian-Pac-Islander, Male,44, ?,0
55,10,Psychiatry,W,medium-high,Therapist,Other, White, Female,79, United-States,1
42,10,Psychiatry,W,medium,ER doctors,Other, Black, Male,44, United-States,0
28,15,Pulmonary,W,minor,Dietitian,Anesthesia, White, Male,44, United-States,0
25,8,Orthopedic,W,minor-medium,Surgeons,Therapeutic, White, Male,27, United-States,0
52,10,Psychiatry,W,medium-high,Nurse,Diagnostic, White, Female,39, United-States,0
37,16,Pediatrics,W,minor-medium,Dietitian,Surgical, Asian-Pac-Islander, Female,44, China,1
62,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
40,18,Neurosciences,S,minor-medium,Dietitian,Therapeutic, White, Male,66, United-States,1
30,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, Asian-Pac-Islander, Male,44, Taiwan,0
26,12,Emergency,W,minor,Physician,Other, White, Male,22, United-States,0
36,12,Emergency,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,0
25,12,Emergency,W,minor,Medical Assistants,Other, White, Male,22, United-States,0
90,4,Oncology,W,minor-medium,ER doctors,Therapeutic, White, Male,2, United-States,0
77,15,Pulmonary,W,medium-high,Dietitian,Diagnostic, White, Female,22, Puerto-Rico,0
28,10,Psychiatry,W,minor,Techs,Diagnostic, White, Male,44, United-States,0
23,10,Psychiatry,W,minor,Patient,Other, White, Female,33, United-States,0
36,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,44, Cuba,1
61,10,Psychiatry,S,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,0
38,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
48,12,Emergency,SW,minor-medium,Physician,Therapeutic, White, Male,79, United-States,0
38,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,77, United-States,1
47,16,Pediatrics,NW,minor,Dietitian,Other, White, Male,49, United-States,0
33,15,Pulmonary,W,minor,Dietitian,Other, White, Female,66, Outlying-US(Guam-USVI-etc),0
27,10,Psychiatry,W,minor,Medical Assistants,Anesthesia, White, Female,44, United-States,0
55,15,Pulmonary,W,minor-medium,Physician,Therapeutic, White, Male,49, United-States,1
58,13,Opthalmology,NW,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
29,12,Emergency,W,minor,Therapist,Other, White, Male,44, United-States,0
66,13,Opthalmology,S,high,Dietitian,Diagnostic, White, Male,44, United-States,1
67,10,Psychiatry,W,medium-high,Patient,Other, Black, Female,55, United-States,0
50,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,49, United-States,1
34,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,60, United-States,1
42,16,Pediatrics,W,minor-medium,Patient,Therapeutic, White, Male,49, United-States,1
70,19,Endocrinology,W,minor-medium,Dietitian,Therapeutic, White, Male,66, United-States,1
68,10,Psychiatry,W,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,1
28,10,Psychiatry,NW,minor,Gift Shop,Other, White, Male,44, United-States,0
36,8,Orthopedic,W,minor,Patient,Other, White, Male,71, United-States,0
42,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
23,13,Opthalmology,W,minor,Medical Assistants,Diagnostic, Black, Female,38, United-States,0
64,12,Emergency, ?,minor-medium, ?,Therapeutic, White, Male,44, United-States,0
36,13,Opthalmology,W,minor,Patient,Diagnostic, White, Male,44, United-States,0
51,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,66, United-States,1
22,12,Emergency,W,minor-medium,Therapist,Propaedeutic, White, Female,33, United-States,0
45,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,55, United-States,1
41,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,49, United-States,0
71,12,Emergency,W,medium-high,Medical Assistants,Other, White, Female,44, United-States,0
28,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,52, United-States,1
39,16,Pediatrics,W,minor-medium,Patient,Therapeutic, White, Male,49, United-States,1
66,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,49, United-States,1
57,12,Emergency,W,high,Medical Assistants,Diagnostic, White, Female,44, United-States,0
42,10,Psychiatry,S,high,ER doctors,Other, White, Male,44, United-States,1
37,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
52,15,Pulmonary,SW,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,0
34,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,0
38,10,Psychiatry,W,high,Techs,Other, White, Female,44, United-States,0
22,12,Emergency, ?,minor, ?,Other, White, Female,16, United-States,0
53,10,Psychiatry,SW,high,Therapist,Other, White, Male,55, United-States,1
40,10,Psychiatry,W,high,Therapist,Other, White, Female,66, United-States,0
33,10,Psychiatry,W,minor,Medical Assistants,Diagnostic, White, Female,44, United-States,0
55,10,Psychiatry,W,minor,Nurse,Other, White, Male,44, United-States,0
74,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
60,15,Pulmonary,S,minor-medium,Dietitian,Surgical, White, Female,66, United-States,0
28,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
26,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,0
24,8,Orthopedic,W,minor,Medical Assistants,Other, White, Male,44, United-States,0
27,15,Pulmonary,NW,minor,Gift Shop,Other, Black, Female,44, United-States,0
53,10,Psychiatry,SW,medium-high,Physician,Other, White, Male,60, United-States,0
52,15,Pulmonary,W,minor-medium,Dietitian,Other, White, Male,40, United-States,1
80,13,Opthalmology, ?,minor-medium, ?,Other, White, Female,35, United-States,0
36,16,Pediatrics,W,minor,Patient,Other, White, Female,35, ?,0
37,2,Cardiology,W,minor-medium,Patient,Therapeutic, White, Male,44, Mexico,0
63,10,Psychiatry,W,high,Therapist,Diagnostic, White, Female,44, United-States,1
51,15,Pulmonary,N,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
42,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,52, United-States,1
51,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,1
28,15,Pulmonary,W,minor,Dietitian,Other, White, Female,55, United-States,0
31,12,Emergency,NW,minor,Medical Assistants,Diagnostic, Asian-Pac-Islander, Female,44, Philippines,0
42,10,Psychiatry,W,minor,Lab,Other, White, Male,48, United-States,0
53,10,Psychiatry,N,medium-high,Patient,Other, White, Female,22, United-States,0
27,13,Opthalmology,W,minor-medium,Lab,Therapeutic, White, Male,44, Mexico,0
24,12,Emergency, ?,minor-medium, ?,Therapeutic, White, Male,6, United-States,0
48,18,Neurosciences,SW,minor-medium,Dietitian,Therapeutic, White, Male,66, United-States,1
50,16,Pediatrics,S,minor,Dietitian,Other, White, Female,47, United-States,0
57,10,Psychiatry,N,high,Medical Assistants,Other, White, Male,49, United-States,0
36,19,Endocrinology,W,high,Therapist,Other, White, Male,66, United-States,1
28,15,Pulmonary,W,minor,Techs,Other, White, Male,44, United-States,0
30,15,Pulmonary,SW,minor,Dietitian,Other, Black, Male,55, United-States,1
38,12,Emergency,W,minor-medium,Therapist,Therapeutic, White, Male,60, United-States,1
34,10,Psychiatry,W,high,Therapist,Diagnostic, White, Female,27, United-States,0
51,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,66, United-States,0
67,10,Psychiatry,SE,minor-medium,Therapist,Therapeutic, White, Male,60, United-States,1
60,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,35, United-States,0
24,15,Pulmonary,W,minor,Therapist,Anesthesia, White, Male,44, United-States,0
49,16,Pediatrics,W,high,Patient,Other, White, Female,44, United-States,1
58,15,Pulmonary,W,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,1
41,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
57,10,Psychiatry,NE,minor-medium,Medical Assistants,Surgical, White, Female,33, United-States,0
70,10,Psychiatry,W,minor-medium,Lab,Therapeutic, Asian-Pac-Islander, Male,66, Philippines,1
40,10,Psychiatry,W,medium-high,Medical Assistants,Diagnostic, White, Female,74, United-States,0
36,10,Psychiatry,W,high,Techs,Diagnostic, White, Female,35, United-States,0
34,10,Psychiatry,S,minor-medium,Gift Shop,Therapeutic, White, Male,52, United-States,0
44,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,1
56,15,Pulmonary,W,minor-medium,ER doctors,Therapeutic, White, Male,44, United-States,0
61,6,Radiology,W,high,Patient,Other, White, Female,44, United-States,1
45,13,Opthalmology,SW,minor-medium,Physician,Therapeutic, White, Male,77, United-States,1
55,18,Neurosciences,W,minor-medium,Dietitian,Therapeutic, White, Male,39, United-States,1
29,15,Pulmonary,SE,minor,Patient,Anesthesia, White, Female,44, United-States,0
28,15,Pulmonary,W,minor,Patient,Other, White, Male,11, United-States,0
56,16,Pediatrics,S,high,Patient,Other, White, Female,44, United-States,0
19,8,Orthopedic, ?,minor, ?,Anesthesia, White, Male,44, United-States,0
39,12,Emergency,W,high,Dietitian,Other, White, Male,44, United-States,0
29,4,Oncology,W,minor-medium,Surgeons,Therapeutic, White, Male,49, United-States,0
